"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","view_history","rt","stimulus","response","image","image_category","arrow","arrow_position","response_arrow","correct"
"","","","","","html-keyboard-response","173","2.1.0","175921","","815","
        <div class=""progress-bar"" style=""width: 41.66666666666667%;""></div>
        <div class=""trial-counter"">Trial 50 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Explosion 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 65%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_neg/Explosion 5.jpg","high_arousal_negative","←","left-lower","←","1"
"","","","","","html-keyboard-response","174","2.1.0","176731","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","175","2.1.0","177655","","922","
        <div class=""progress-bar"" style=""width: 61.66666666666667%;""></div>
        <div class=""trial-counter"">Trial 74 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Explosion 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 25%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_neg/Explosion 5.jpg","high_arousal_negative","←","left-upper","←","1"
"","","","","","html-keyboard-response","176","2.1.0","178456","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","177","2.1.0","179131","","674","
        <div class=""progress-bar"" style=""width: 30%;""></div>
        <div class=""trial-counter"">Trial 36 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Bricks 1.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 65%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/neutral/Bricks 1.jpg","neutral","↓","left-lower","↓","1"
"","","","","","html-keyboard-response","178","2.1.0","179941","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","179","2.1.0","180600","","658","
        <div class=""progress-bar"" style=""width: 9.166666666666666%;""></div>
        <div class=""trial-counter"">Trial 11 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Wall 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 45%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/neutral/Wall 3.jpg","neutral","↑","left-mid","↑","1"
"","","","","","html-keyboard-response","180","2.1.0","181414","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","181","2.1.0","182058","","643","
        <div class=""progress-bar"" style=""width: 69.16666666666667%;""></div>
        <div class=""trial-counter"">Trial 83 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Fireworks 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 45%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_pos/Fireworks 2.jpg","high_arousal_positive","←","left-mid","←","1"
"","","","","","html-keyboard-response","182","2.1.0","182858","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","183","2.1.0","184234","","1374","
        <div class=""progress-bar"" style=""width: 40.833333333333336%;""></div>
        <div class=""trial-counter"">Trial 49 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Injury 4.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 45%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/high_neg/Injury 4.jpg","high_arousal_negative","↓","left-mid","↓","1"
"","","","","","html-keyboard-response","184","2.1.0","185046","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","185","2.1.0","185996","","948","
        <div class=""progress-bar"" style=""width: 82.5%;""></div>
        <div class=""trial-counter"">Trial 99 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Fireworks 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 65%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/high_pos/Fireworks 2.jpg","high_arousal_positive","→","right-lower","→","1"
"","","","","","html-keyboard-response","186","2.1.0","186800","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","187","2.1.0","188173","","1373","
        <div class=""progress-bar"" style=""width: 79.16666666666666%;""></div>
        <div class=""trial-counter"">Trial 95 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Fireworks 6.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 15%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/high_pos/Fireworks 6.jpg","high_arousal_positive","→","left-top","→","1"
"","","","","","html-keyboard-response","188","2.1.0","188979","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","189","2.1.0","189821","","840","
        <div class=""progress-bar"" style=""width: 39.166666666666664%;""></div>
        <div class=""trial-counter"">Trial 47 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Miserable pose 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 35%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_neg/Miserable pose 3.jpg","high_arousal_negative","↑","right-upper-mid","↑","1"
"","","","","","html-keyboard-response","190","2.1.0","190625","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","191","2.1.0","191273","","646","
        <div class=""progress-bar"" style=""width: 25.833333333333336%;""></div>
        <div class=""trial-counter"">Trial 31 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Paperclips 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 25%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/neutral/Paperclips 3.jpg","neutral","↑","left-upper","↑","1"
"","","","","","html-keyboard-response","192","2.1.0","192150","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","193","2.1.0","193263","","1112","
        <div class=""progress-bar"" style=""width: 50.83333333333333%;""></div>
        <div class=""trial-counter"">Trial 61 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Dummy 1.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 85%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/high_neg/Dummy 1.jpg","high_arousal_negative","↓","right-bottom","↓","1"
"","","","","","html-keyboard-response","194","2.1.0","194068","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","195","2.1.0","194865","","796","
        <div class=""progress-bar"" style=""width: 75.83333333333333%;""></div>
        <div class=""trial-counter"">Trial 91 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Fireworks 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 45%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_pos/Fireworks 2.jpg","high_arousal_positive","↑","left-mid","↑","1"
"","","","","","html-keyboard-response","196","2.1.0","195669","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","197","2.1.0","196869","","1200","
        <div class=""progress-bar"" style=""width: 53.333333333333336%;""></div>
        <div class=""trial-counter"">Trial 64 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/War 8.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 35%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_neg/War 8.jpg","high_arousal_negative","↑","left-upper-mid","↑","1"
"","","","","","html-keyboard-response","198","2.1.0","197680","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","199","2.1.0","198399","","719","
        <div class=""progress-bar"" style=""width: 27.500000000000004%;""></div>
        <div class=""trial-counter"">Trial 33 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Wall 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 65%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/neutral/Wall 2.jpg","neutral","↓","right-lower","↓","1"
"","","","","","html-keyboard-response","200","2.1.0","199202","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","201","2.1.0","200246","","1044","
        <div class=""progress-bar"" style=""width: 14.166666666666666%;""></div>
        <div class=""trial-counter"">Trial 17 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Wall 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 35%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/neutral/Wall 2.jpg","neutral","←","left-upper-mid","←","1"
"","","","","","html-keyboard-response","202","2.1.0","201055","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","203","2.1.0","201891","","837","
        <div class=""progress-bar"" style=""width: 84.16666666666667%;""></div>
        <div class=""trial-counter"">Trial 101 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Dog 18.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 15%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/high_pos/Dog 18.jpg","high_arousal_positive","→","left-top","→","1"
"","","","","","html-keyboard-response","204","2.1.0","202694","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","205","2.1.0","203281","","586","
        <div class=""progress-bar"" style=""width: 12.5%;""></div>
        <div class=""trial-counter"">Trial 15 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Paperclips 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 65%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/neutral/Paperclips 3.jpg","neutral","→","right-lower","→","1"
"","","","","","html-keyboard-response","206","2.1.0","204088","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","207","2.1.0","204914","","826","
        <div class=""progress-bar"" style=""width: 58.333333333333336%;""></div>
        <div class=""trial-counter"">Trial 70 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Fire 9.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 25%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_neg/Fire 9.jpg","high_arousal_negative","←","right-upper","←","1"
"","","","","","html-keyboard-response","208","2.1.0","205719","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","209","2.1.0","206459","","740","
        <div class=""progress-bar"" style=""width: 7.5%;""></div>
        <div class=""trial-counter"">Trial 9 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Wall 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 35%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/neutral/Wall 2.jpg","neutral","←","right-upper-mid","←","1"
"","","","","","html-keyboard-response","210","2.1.0","207272","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","211","2.1.0","208036","","762","
        <div class=""progress-bar"" style=""width: 10.833333333333334%;""></div>
        <div class=""trial-counter"">Trial 13 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Cotton swabs 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 55%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/neutral/Cotton swabs 3.jpg","neutral","↓","left-mid-lower","↓","1"
"","","","","","html-keyboard-response","212","2.1.0","208931","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","213","2.1.0","210180","","1250","
        <div class=""progress-bar"" style=""width: 65.83333333333333%;""></div>
        <div class=""trial-counter"">Trial 79 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Miserable pose 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 55%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_neg/Miserable pose 3.jpg","high_arousal_negative","↑","right-mid-lower","↑","1"
"","","","","","html-keyboard-response","214","2.1.0","210993","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","215","2.1.0","211603","","610","
        <div class=""progress-bar"" style=""width: 92.5%;""></div>
        <div class=""trial-counter"">Trial 111 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Fireworks 6.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 25%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_pos/Fireworks 6.jpg","high_arousal_positive","←","left-upper","←","1"
"","","","","","html-keyboard-response","216","2.1.0","212407","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","217","2.1.0","213477","","1070","
        <div class=""progress-bar"" style=""width: 68.33333333333333%;""></div>
        <div class=""trial-counter"">Trial 82 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Dog 6.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 35%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_pos/Dog 6.jpg","high_arousal_positive","↑","left-upper-mid","↑","1"
"","","","","","html-keyboard-response","218","2.1.0","214291","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","219","2.1.0","215032","","740","
        <div class=""progress-bar"" style=""width: 15.833333333333332%;""></div>
        <div class=""trial-counter"">Trial 19 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Wall 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 85%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/neutral/Wall 3.jpg","neutral","←","left-bottom","←","1"
"","","","","","html-keyboard-response","220","2.1.0","215843","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","221","2.1.0","216797","","953","
        <div class=""progress-bar"" style=""width: 35.833333333333336%;""></div>
        <div class=""trial-counter"">Trial 43 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Fire 11.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 75%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_neg/Fire 11.jpg","high_arousal_negative","←","right-bottom-upper","←","1"
"","","","","","html-keyboard-response","222","2.1.0","217602","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","223","2.1.0","218497","","894","
        <div class=""progress-bar"" style=""width: 55.00000000000001%;""></div>
        <div class=""trial-counter"">Trial 66 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Explosion 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 55%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_neg/Explosion 5.jpg","high_arousal_negative","↑","left-mid-lower","↑","1"
"","","","","","html-keyboard-response","224","2.1.0","219308","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","225","2.1.0","219992","","683","
        <div class=""progress-bar"" style=""width: 33.33333333333333%;""></div>
        <div class=""trial-counter"">Trial 40 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Office supplies 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 75%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/neutral/Office supplies 2.jpg","neutral","←","right-bottom-upper","←","1"
"","","","","","html-keyboard-response","226","2.1.0","220799","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","227","2.1.0","221433","","633","
        <div class=""progress-bar"" style=""width: 80%;""></div>
        <div class=""trial-counter"">Trial 96 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Beach 1.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 25%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_pos/Beach 1.jpg","high_arousal_positive","↑","right-upper","↑","1"
"","","","","","html-keyboard-response","228","2.1.0","222241","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","229","2.1.0","223439","","1197","
        <div class=""progress-bar"" style=""width: 91.66666666666666%;""></div>
        <div class=""trial-counter"">Trial 110 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Cat 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 75%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/high_pos/Cat 5.jpg","high_arousal_positive","↓","left-bottom-upper","↓","1"
"","","","","","html-keyboard-response","230","2.1.0","224249","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","231","2.1.0","225030","","780","
        <div class=""progress-bar"" style=""width: 50%;""></div>
        <div class=""trial-counter"">Trial 60 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Fire 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 25%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_neg/Fire 5.jpg","high_arousal_negative","↑","left-upper","↑","1"
"","","","","","html-keyboard-response","232","2.1.0","225833","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","233","2.1.0","226707","","873","
        <div class=""progress-bar"" style=""width: 57.49999999999999%;""></div>
        <div class=""trial-counter"">Trial 69 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Dummy 1.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 25%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/high_neg/Dummy 1.jpg","high_arousal_negative","↓","right-upper","↓","1"
