"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","view_history","rt","stimulus","response","image","image_category","arrow","arrow_position","response_arrow","correct"
"true","false","[]","[]","[]","preload","0","2.1.0","4","","","","","","","","","",""
"","","","","","instructions","1","2.1.0","5756","[{""page_index"":0,""viewing_time"":2181},{""page_index"":1,""viewing_time"":1575},{""page_index"":2,""viewing_time"":1996}]","5752","","","","","","","",""
"","","","","","html-keyboard-response","2","2.1.0","6564","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","3","2.1.0","7803","","1238","
        <div class=""progress-bar"" style=""width: 12.5%;""></div>
        <div class=""trial-counter"">Trial 15 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Paperclips 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 25%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/neutral/Paperclips 3.jpg","neutral","↓","left-upper","↓","1"
"","","","","","html-keyboard-response","4","2.1.0","8616","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","5","2.1.0","10296","","1678","
        <div class=""progress-bar"" style=""width: 40%;""></div>
        <div class=""trial-counter"">Trial 48 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/War 8.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 65%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_neg/War 8.jpg","high_arousal_negative","↑","left-lower","↑","1"
"","","","","","html-keyboard-response","6","2.1.0","11110","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","7","2.1.0","12313","","1203","
        <div class=""progress-bar"" style=""width: 61.66666666666667%;""></div>
        <div class=""trial-counter"">Trial 74 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Explosion 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 15%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/high_neg/Explosion 5.jpg","high_arousal_negative","→","left-top","→","1"
"","","","","","html-keyboard-response","8","2.1.0","13129","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","9","2.1.0","15446","","2316","
        <div class=""progress-bar"" style=""width: 64.16666666666667%;""></div>
        <div class=""trial-counter"">Trial 77 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Dummy 1.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 35%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_neg/Dummy 1.jpg","high_arousal_negative","←","left-upper-mid","←","1"
"","","","","","html-keyboard-response","10","2.1.0","16255","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","11","2.1.0","16962","","707","
        <div class=""progress-bar"" style=""width: 18.333333333333332%;""></div>
        <div class=""trial-counter"">Trial 22 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Paper 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 65%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/neutral/Paper 3.jpg","neutral","↑","left-lower","↑","1"
"","","","","","html-keyboard-response","12","2.1.0","17766","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","13","2.1.0","19929","","2162","
        <div class=""progress-bar"" style=""width: 40.833333333333336%;""></div>
        <div class=""trial-counter"">Trial 49 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Injury 4.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 75%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/high_neg/Injury 4.jpg","high_arousal_negative","↓","right-bottom-upper","↓","1"
"","","","","","html-keyboard-response","14","2.1.0","20731","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","15","2.1.0","23606","","2873","
        <div class=""progress-bar"" style=""width: 82.5%;""></div>
        <div class=""trial-counter"">Trial 99 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Fireworks 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 55%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_pos/Fireworks 2.jpg","high_arousal_positive","←","right-mid-lower","←","1"
"","","","","","html-keyboard-response","16","2.1.0","24421","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","17","2.1.0","25133","","711","
        <div class=""progress-bar"" style=""width: 23.333333333333332%;""></div>
        <div class=""trial-counter"">Trial 28 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Bricks 1.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 15%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/neutral/Bricks 1.jpg","neutral","→","right-top","→","1"
"","","","","","html-keyboard-response","18","2.1.0","25936","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","19","2.1.0","26585","","647","
        <div class=""progress-bar"" style=""width: 0.8333333333333334%;""></div>
        <div class=""trial-counter"">Trial 1 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Wall 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 15%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/neutral/Wall 2.jpg","neutral","→","right-top","→","1"
"","","","","","html-keyboard-response","20","2.1.0","27386","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","21","2.1.0","28159","","772","
        <div class=""progress-bar"" style=""width: 17.5%;""></div>
        <div class=""trial-counter"">Trial 21 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Cotton swabs 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 35%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/neutral/Cotton swabs 3.jpg","neutral","↑","right-upper-mid","↑","1"
"","","","","","html-keyboard-response","22","2.1.0","28961","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","23","2.1.0","30525","","1563","
        <div class=""progress-bar"" style=""width: 69.16666666666667%;""></div>
        <div class=""trial-counter"">Trial 83 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Fireworks 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 45%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_pos/Fireworks 2.jpg","high_arousal_positive","←","left-mid","←","1"
"","","","","","html-keyboard-response","24","2.1.0","31333","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","25","2.1.0","32795","","1462","
        <div class=""progress-bar"" style=""width: 55.00000000000001%;""></div>
        <div class=""trial-counter"">Trial 66 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Explosion 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 85%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_neg/Explosion 5.jpg","high_arousal_negative","←","left-bottom","←","1"
"","","","","","html-keyboard-response","26","2.1.0","33607","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","27","2.1.0","34803","","1195","
        <div class=""progress-bar"" style=""width: 80.83333333333333%;""></div>
        <div class=""trial-counter"">Trial 97 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Nude couple 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 55%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/high_pos/Nude couple 5.jpg","high_arousal_positive","→","right-mid-lower","→","1"
"","","","","","html-keyboard-response","28","2.1.0","35604","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","29","2.1.0","36806","","1201","
        <div class=""progress-bar"" style=""width: 94.16666666666667%;""></div>
        <div class=""trial-counter"">Trial 113 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Nude couple 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 75%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/high_pos/Nude couple 5.jpg","high_arousal_positive","→","right-bottom-upper","→","1"
"","","","","","html-keyboard-response","30","2.1.0","37619","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","31","2.1.0","38477","","858","
        <div class=""progress-bar"" style=""width: 5%;""></div>
        <div class=""trial-counter"">Trial 6 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Paper 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 65%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/neutral/Paper 3.jpg","neutral","→","left-lower","→","1"
"","","","","","html-keyboard-response","32","2.1.0","39286","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","33","2.1.0","40601","","1315","
        <div class=""progress-bar"" style=""width: 70%;""></div>
        <div class=""trial-counter"">Trial 84 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Rainbow 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 75%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/high_pos/Rainbow 2.jpg","high_arousal_positive","→","right-bottom-upper","→","1"
"","","","","","html-keyboard-response","34","2.1.0","41410","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","35","2.1.0","43519","","2108","
        <div class=""progress-bar"" style=""width: 52.5%;""></div>
        <div class=""trial-counter"">Trial 63 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Miserable pose 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 45%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_neg/Miserable pose 3.jpg","high_arousal_negative","←","right-mid","←","1"
"","","","","","html-keyboard-response","36","2.1.0","44334","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","37","2.1.0","45359","","1024","
        <div class=""progress-bar"" style=""width: 75%;""></div>
        <div class=""trial-counter"">Trial 90 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Dog 6.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 35%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_pos/Dog 6.jpg","high_arousal_positive","↑","left-upper-mid","↑","1"
"","","","","","html-keyboard-response","38","2.1.0","46174","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","39","2.1.0","46920","","746","
        <div class=""progress-bar"" style=""width: 1.6666666666666667%;""></div>
        <div class=""trial-counter"">Trial 2 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Wall 1.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 55%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/neutral/Wall 1.jpg","neutral","↑","left-mid-lower","↑","1"
"","","","","","html-keyboard-response","40","2.1.0","47733","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","41","2.1.0","48992","","1258","
        <div class=""progress-bar"" style=""width: 85.83333333333333%;""></div>
        <div class=""trial-counter"">Trial 103 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Fireworks 6.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 55%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_pos/Fireworks 6.jpg","high_arousal_positive","←","left-mid-lower","←","1"
"","","","","","html-keyboard-response","42","2.1.0","49796","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","43","2.1.0","51262","","1466","
        <div class=""progress-bar"" style=""width: 65%;""></div>
        <div class=""trial-counter"">Trial 78 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Fire 9.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 65%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_neg/Fire 9.jpg","high_arousal_negative","←","left-lower","←","1"
"","","","","","html-keyboard-response","44","2.1.0","52073","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","45","2.1.0","52901","","826","
        <div class=""progress-bar"" style=""width: 71.66666666666667%;""></div>
        <div class=""trial-counter"">Trial 86 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Cat 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 65%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/high_pos/Cat 5.jpg","high_arousal_positive","→","left-lower","→","1"
"","","","","","html-keyboard-response","46","2.1.0","53711","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","47","2.1.0","54368","","655","
        <div class=""progress-bar"" style=""width: 97.5%;""></div>
        <div class=""trial-counter"">Trial 117 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Dog 18.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 25%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_pos/Dog 18.jpg","high_arousal_positive","←","right-upper","←","1"
"","","","","","html-keyboard-response","48","2.1.0","55177","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","49","2.1.0","55892","","714","
        <div class=""progress-bar"" style=""width: 78.33333333333333%;""></div>
        <div class=""trial-counter"">Trial 94 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Cat 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 15%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_pos/Cat 5.jpg","high_arousal_positive","↑","left-top","↑","1"
"","","","","","html-keyboard-response","50","2.1.0","56704","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","51","2.1.0","57974","","1269","
        <div class=""progress-bar"" style=""width: 47.5%;""></div>
        <div class=""trial-counter"">Trial 57 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Injury 4.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 45%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/high_neg/Injury 4.jpg","high_arousal_negative","↓","right-mid","↓","1"
"","","","","","html-keyboard-response","52","2.1.0","58777","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","53","2.1.0","59493","","714","
        <div class=""progress-bar"" style=""width: 30.833333333333336%;""></div>
        <div class=""trial-counter"">Trial 37 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Cotton swabs 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 25%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/neutral/Cotton swabs 3.jpg","neutral","→","left-upper","→","1"
"","","","","","html-keyboard-response","54","2.1.0","60303","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","55","2.1.0","62038","","1733","
        <div class=""progress-bar"" style=""width: 72.5%;""></div>
        <div class=""trial-counter"">Trial 87 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Fireworks 6.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 45%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_pos/Fireworks 6.jpg","high_arousal_positive","←","left-mid","←","1"
"","","","","","html-keyboard-response","56","2.1.0","62845","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","57","2.1.0","64151","","1304","
        <div class=""progress-bar"" style=""width: 49.166666666666664%;""></div>
        <div class=""trial-counter"">Trial 59 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Fire 11.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 65%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/high_neg/Fire 11.jpg","high_arousal_negative","→","left-lower","→","1"
"","","","","","html-keyboard-response","58","2.1.0","64966","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","59","2.1.0","65882","","915","
        <div class=""progress-bar"" style=""width: 9.166666666666666%;""></div>
        <div class=""trial-counter"">Trial 11 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Wall 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 75%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/neutral/Wall 3.jpg","neutral","→","left-bottom-upper","→","1"
"","","","","","html-keyboard-response","60","2.1.0","66698","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","61","2.1.0","68344","","1644","
        <div class=""progress-bar"" style=""width: 46.666666666666664%;""></div>
        <div class=""trial-counter"">Trial 56 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/War 8.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 45%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/high_neg/War 8.jpg","high_arousal_negative","↓","right-mid","↓","1"
"","","","","","html-keyboard-response","62","2.1.0","69146","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
